"area","type","value","CIlow","CIup","period_start","period_end","coverage","data_updated"
"Newham","P(Cases>20)",0.75,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Newham","P(Cases>20)",0.29,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Newham","P(Cases>20)",0.09,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Newham","P(Cases>200)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Newham","P(Cases>200)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Newham","P(Cases>200)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Newham","P(Cases>200)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Newham","P(Cases>300)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Newham","P(Cases>300)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Newham","P(Cases>300)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Newham","P(Cases>300)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Newham","P(Cases>50)",0.14,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Newham","P(Cases>50)",0.01,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Newham","P(Cases>50)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Newham","P(Cases>50)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Newham","P(Cases>500)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Newham","P(Cases>500)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Newham","P(Cases>500)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Newham","P(Cases>500)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Newham","P(R>1)",0,NA,NA,"2021-02-21","2021-02-27",NA,"2021-03-07"
"Newham","R",0.62,0.56,0.72,"2021-03-04","2021-03-04",0.9,"2021-03-07"
"Newport","Cases",45.9,22.6,78.2,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"Newport","Cases",35.6,11.6,75.6,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"Newport","Cases",26.5,6.5,71.1,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"Newport","Cases",20.7,2.6,72.4,"2021-03-21","2021-03-27",0.9,"2021-03-07"
"Newport","Infections",133.7,92.7,191.6,"2021-02-14","2021-02-20",0.9,"2021-03-07"
"Newport","Infections",102.5,62.4,166,"2021-02-21","2021-02-27",0.9,"2021-03-07"
"Newport","Infections",78.8,36.7,161.2,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"Newport","Infections",59.9,20.7,163.8,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"Newport","Infections",46.9,11.9,162.3,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"Newport","P(Cases>100)",0.01,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Newport","P(Cases>100)",0.01,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Newport","P(Cases>100)",0.02,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Newport","P(Cases>100)",0.02,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Newport","P(Cases>20)",0.97,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Newport","P(Cases>20)",0.84,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Newport","P(Cases>20)",0.65,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Newport","P(Cases>20)",0.52,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Newport","P(Cases>200)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Newport","P(Cases>200)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Newport","P(Cases>200)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Newport","P(Cases>200)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Newport","P(Cases>300)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Newport","P(Cases>300)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Newport","P(Cases>300)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Newport","P(Cases>300)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Newport","P(Cases>50)",0.42,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Newport","P(Cases>50)",0.24,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Newport","P(Cases>50)",0.15,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Newport","P(Cases>50)",0.13,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Newport","P(Cases>500)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Newport","P(Cases>500)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Newport","P(Cases>500)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Newport","P(Cases>500)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Newport","P(R>1)",0.04,NA,NA,"2021-02-21","2021-02-27",NA,"2021-03-07"
"Newport","R",0.77,0.55,1.03,"2021-03-04","2021-03-04",0.9,"2021-03-07"
"Newry, Mourne and Down","Cases",28.7,10.5,59,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"Newry, Mourne and Down","Cases",19.8,4.4,54.5,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"Newry, Mourne and Down","Cases",12.7,1.1,56.1,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"Newry, Mourne and Down","Cases",8.3,0,50.1,"2021-03-21","2021-03-27",0.9,"2021-03-07"
"Newry, Mourne and Down","Infections",71,43.7,109.8,"2021-02-14","2021-02-20",0.9,"2021-03-07"
"Newry, Mourne and Down","Infections",47.5,21.2,98.1,"2021-02-21","2021-02-27",0.9,"2021-03-07"
"Newry, Mourne and Down","Infections",30.7,9.8,88.3,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"Newry, Mourne and Down","Infections",20.5,4.3,86.4,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"Newry, Mourne and Down","Infections",13.6,1.6,84.9,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"Newry, Mourne and Down","P(Cases>100)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Newry, Mourne and Down","P(Cases>100)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Newry, Mourne and Down","P(Cases>100)",0.01,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Newry, Mourne and Down","P(Cases>100)",0.01,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Newry, Mourne and Down","P(Cases>20)",0.75,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Newry, Mourne and Down","P(Cases>20)",0.49,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Newry, Mourne and Down","P(Cases>20)",0.32,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Newry, Mourne and Down","P(Cases>20)",0.23,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Newry, Mourne and Down","P(Cases>200)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Newry, Mourne and Down","P(Cases>200)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Newry, Mourne and Down","P(Cases>200)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Newry, Mourne and Down","P(Cases>200)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Newry, Mourne and Down","P(Cases>300)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Newry, Mourne and Down","P(Cases>300)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Newry, Mourne and Down","P(Cases>300)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Newry, Mourne and Down","P(Cases>300)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Newry, Mourne and Down","P(Cases>50)",0.11,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Newry, Mourne and Down","P(Cases>50)",0.07,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Newry, Mourne and Down","P(Cases>50)",0.07,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Newry, Mourne and Down","P(Cases>50)",0.05,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Newry, Mourne and Down","P(Cases>500)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"Newry, Mourne and Down","P(Cases>500)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"Newry, Mourne and Down","P(Cases>500)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"Newry, Mourne and Down","P(Cases>500)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"Newry, Mourne and Down","P(R>1)",0.05,NA,NA,"2021-02-21","2021-02-27",NA,"2021-03-07"
"Newry, Mourne and Down","R",0.65,0.39,0.99,"2021-03-04","2021-03-04",0.9,"2021-03-07"
"North Ayrshire","Cases",79.4,46.9,116.5,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"North Ayrshire","Cases",65.3,37.9,107.6,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"North Ayrshire","Cases",54.2,25.2,100.9,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"North Ayrshire","Cases",45.3,19.3,89.8,"2021-03-21","2021-03-27",0.9,"2021-03-07"
"North Ayrshire","Infections",238,161.9,372.6,"2021-02-14","2021-02-20",0.9,"2021-03-07"
"North Ayrshire","Infections",199.3,127.8,324.6,"2021-02-21","2021-02-27",0.9,"2021-03-07"
"North Ayrshire","Infections",166.8,100.6,304.7,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"North Ayrshire","Infections",137.6,76.9,269.3,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"North Ayrshire","Infections",115,57.8,248.3,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"North Ayrshire","P(Cases>100)",0.18,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North Ayrshire","P(Cases>100)",0.08,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North Ayrshire","P(Cases>100)",0.05,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North Ayrshire","P(Cases>100)",0.04,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North Ayrshire","P(Cases>20)",1,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North Ayrshire","P(Cases>20)",1,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North Ayrshire","P(Cases>20)",0.98,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North Ayrshire","P(Cases>20)",0.95,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North Ayrshire","P(Cases>200)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North Ayrshire","P(Cases>200)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North Ayrshire","P(Cases>200)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North Ayrshire","P(Cases>200)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North Ayrshire","P(Cases>300)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North Ayrshire","P(Cases>300)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North Ayrshire","P(Cases>300)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North Ayrshire","P(Cases>300)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North Ayrshire","P(Cases>50)",0.93,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North Ayrshire","P(Cases>50)",0.78,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North Ayrshire","P(Cases>50)",0.56,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North Ayrshire","P(Cases>50)",0.39,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North Ayrshire","P(Cases>500)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North Ayrshire","P(Cases>500)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North Ayrshire","P(Cases>500)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North Ayrshire","P(Cases>500)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North Ayrshire","P(R>1)",0.02,NA,NA,"2021-02-21","2021-02-27",NA,"2021-03-07"
"North Ayrshire","R",0.83,0.73,0.95,"2021-03-04","2021-03-04",0.9,"2021-03-07"
"North East","Cases",76.5,34.4,165.5,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"North East","Cases",58.1,21.1,152.4,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"North East","Cases",42.6,12.5,163.9,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"North East","Cases",31.8,6.8,171.1,"2021-03-21","2021-03-27",0.9,"2021-03-07"
"North East","Infections",233.1,155.2,364.1,"2021-02-14","2021-02-20",0.9,"2021-03-07"
"North East","Infections",175.5,95.7,339.5,"2021-02-21","2021-02-27",0.9,"2021-03-07"
"North East","Infections",131.2,52.3,345.6,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"North East","Infections",98.8,27.3,367.7,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"North East","Infections",74,14.7,400.1,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"North East","P(Cases>100)",0.29,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North East","P(Cases>100)",0.19,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North East","P(Cases>100)",0.15,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North East","P(Cases>100)",0.14,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North East","P(Cases>20)",1,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North East","P(Cases>20)",0.96,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North East","P(Cases>20)",0.84,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North East","P(Cases>20)",0.69,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North East","P(Cases>200)",0.02,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North East","P(Cases>200)",0.02,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North East","P(Cases>200)",0.03,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North East","P(Cases>200)",0.04,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North East","P(Cases>300)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North East","P(Cases>300)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North East","P(Cases>300)",0.01,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North East","P(Cases>300)",0.01,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North East","P(Cases>50)",0.82,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North East","P(Cases>50)",0.6,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North East","P(Cases>50)",0.41,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North East","P(Cases>50)",0.33,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North East","P(Cases>500)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North East","P(Cases>500)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North East","P(Cases>500)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North East","P(Cases>500)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North East","P(R>1)",0.07,NA,NA,"2021-02-21","2021-02-27",NA,"2021-03-07"
"North East","R",0.74,0.49,1.1,"2021-03-04","2021-03-04",0.9,"2021-03-07"
"North East Derbyshire","Cases",48.5,22.7,84.1,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"North East Derbyshire","Cases",31.6,10.9,62.1,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"North East Derbyshire","Cases",22.7,4.9,51.4,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"North East Derbyshire","Cases",13.8,2,41.5,"2021-03-21","2021-03-27",0.9,"2021-03-07"
"North East Derbyshire","Infections",198.5,133.5,286.5,"2021-02-14","2021-02-20",0.9,"2021-03-07"
"North East Derbyshire","Infections",134.3,77.9,206.8,"2021-02-21","2021-02-27",0.9,"2021-03-07"
"North East Derbyshire","Infections",90,46.6,164.3,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"North East Derbyshire","Infections",61.9,24.8,131.2,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"North East Derbyshire","Infections",41.5,13.7,100.2,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"North East Derbyshire","P(Cases>100)",0.01,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North East Derbyshire","P(Cases>100)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North East Derbyshire","P(Cases>100)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North East Derbyshire","P(Cases>100)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North East Derbyshire","P(Cases>20)",0.97,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North East Derbyshire","P(Cases>20)",0.78,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North East Derbyshire","P(Cases>20)",0.57,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North East Derbyshire","P(Cases>20)",0.31,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North East Derbyshire","P(Cases>200)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North East Derbyshire","P(Cases>200)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North East Derbyshire","P(Cases>200)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North East Derbyshire","P(Cases>200)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North East Derbyshire","P(Cases>300)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North East Derbyshire","P(Cases>300)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North East Derbyshire","P(Cases>300)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North East Derbyshire","P(Cases>300)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North East Derbyshire","P(Cases>50)",0.47,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North East Derbyshire","P(Cases>50)",0.13,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North East Derbyshire","P(Cases>50)",0.06,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North East Derbyshire","P(Cases>50)",0.02,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North East Derbyshire","P(Cases>500)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North East Derbyshire","P(Cases>500)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North East Derbyshire","P(Cases>500)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North East Derbyshire","P(Cases>500)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North East Derbyshire","P(R>1)",0,NA,NA,"2021-02-21","2021-02-27",NA,"2021-03-07"
"North East Derbyshire","R",0.67,0.52,0.8,"2021-03-04","2021-03-04",0.9,"2021-03-07"
"North East Lincolnshire","Cases",109.5,70.1,156.4,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"North East Lincolnshire","Cases",105.1,60.1,171.9,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"North East Lincolnshire","Cases",102.6,46.9,193.7,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"North East Lincolnshire","Cases",99.5,35,225,"2021-03-21","2021-03-27",0.9,"2021-03-07"
"North East Lincolnshire","Infections",365.3,265.5,510.9,"2021-02-14","2021-02-20",0.9,"2021-03-07"
"North East Lincolnshire","Infections",357,238.1,527.4,"2021-02-21","2021-02-27",0.9,"2021-03-07"
"North East Lincolnshire","Infections",345.6,190.6,582.7,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"North East Lincolnshire","Infections",331.3,153,671.4,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"North East Lincolnshire","Infections",323.3,120.3,779.8,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"North East Lincolnshire","P(Cases>100)",0.64,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North East Lincolnshire","P(Cases>100)",0.56,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North East Lincolnshire","P(Cases>100)",0.53,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North East Lincolnshire","P(Cases>100)",0.5,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North East Lincolnshire","P(Cases>20)",1,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North East Lincolnshire","P(Cases>20)",1,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North East Lincolnshire","P(Cases>20)",1,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North East Lincolnshire","P(Cases>20)",0.99,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North East Lincolnshire","P(Cases>200)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North East Lincolnshire","P(Cases>200)",0.01,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North East Lincolnshire","P(Cases>200)",0.04,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North East Lincolnshire","P(Cases>200)",0.08,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North East Lincolnshire","P(Cases>300)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North East Lincolnshire","P(Cases>300)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North East Lincolnshire","P(Cases>300)",0.01,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North East Lincolnshire","P(Cases>300)",0.01,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North East Lincolnshire","P(Cases>50)",1,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North East Lincolnshire","P(Cases>50)",0.98,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North East Lincolnshire","P(Cases>50)",0.94,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North East Lincolnshire","P(Cases>50)",0.88,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North East Lincolnshire","P(Cases>500)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North East Lincolnshire","P(Cases>500)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North East Lincolnshire","P(Cases>500)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North East Lincolnshire","P(Cases>500)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North East Lincolnshire","P(R>1)",0.43,NA,NA,"2021-02-21","2021-02-27",NA,"2021-03-07"
"North East Lincolnshire","R",0.98,0.76,1.18,"2021-03-04","2021-03-04",0.9,"2021-03-07"
"North Hertfordshire","Cases",29.3,13.5,54,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"North Hertfordshire","Cases",18.8,6.8,38.3,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"North Hertfordshire","Cases",12,3,29.9,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"North Hertfordshire","Cases",7.5,0.8,21,"2021-03-21","2021-03-27",0.9,"2021-03-07"
"North Hertfordshire","Infections",129.5,88.6,188.7,"2021-02-14","2021-02-20",0.9,"2021-03-07"
"North Hertfordshire","Infections",84.1,54.6,129.3,"2021-02-21","2021-02-27",0.9,"2021-03-07"
"North Hertfordshire","Infections",55.6,31.1,91.8,"2021-02-28","2021-03-06",0.9,"2021-03-07"
"North Hertfordshire","Infections",36.2,17.7,64.9,"2021-03-07","2021-03-13",0.9,"2021-03-07"
"North Hertfordshire","Infections",23.7,9.5,46,"2021-03-14","2021-03-20",0.9,"2021-03-07"
"North Hertfordshire","P(Cases>100)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North Hertfordshire","P(Cases>100)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North Hertfordshire","P(Cases>100)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North Hertfordshire","P(Cases>100)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North Hertfordshire","P(Cases>20)",0.82,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North Hertfordshire","P(Cases>20)",0.46,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North Hertfordshire","P(Cases>20)",0.19,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North Hertfordshire","P(Cases>20)",0.06,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North Hertfordshire","P(Cases>200)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North Hertfordshire","P(Cases>200)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North Hertfordshire","P(Cases>200)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North Hertfordshire","P(Cases>200)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North Hertfordshire","P(Cases>300)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North Hertfordshire","P(Cases>300)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North Hertfordshire","P(Cases>300)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North Hertfordshire","P(Cases>300)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North Hertfordshire","P(Cases>50)",0.07,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North Hertfordshire","P(Cases>50)",0.01,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North Hertfordshire","P(Cases>50)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
"North Hertfordshire","P(Cases>50)",0,NA,NA,"2021-03-21","2021-03-27",NA,"2021-03-07"
"North Hertfordshire","P(Cases>500)",0,NA,NA,"2021-02-28","2021-03-06",NA,"2021-03-07"
"North Hertfordshire","P(Cases>500)",0,NA,NA,"2021-03-07","2021-03-13",NA,"2021-03-07"
"North Hertfordshire","P(Cases>500)",0,NA,NA,"2021-03-14","2021-03-20",NA,"2021-03-07"
